,Title,Year,Certification,Runtime,Genre,Summary,Votes,Ratings
180,Smultronstället,1957,PG,91,"Drama, Romance","After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence.",86892,8.2
181,Det sjunde inseglet,1957,PG,96,"Drama, Fantasy","A man seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.",148166,8.2
182,Dial M for Murder,1954,A,105,"Crime, Thriller",A tennis player frames his unfaithful wife for first-degree murder after she inadvertently hinders his plan to kill her.,144610,8.2
183,Tôkyô monogatari,1953,PG,136,Drama,An old couple visit their children and grandchildren in the city; but the children have little time for them.,45837,8.2
184,Ace in the Hole,1951,N/A,111,Drama,"A frustrated former big-city journalist now stuck working for an Albuquerque newspaper exploits a story about a man trapped in a cave to rekindle his career, but the situation quickly escalates into an out-of-control circus.",26208,8.2
185,Rashomon,1950,M,88,"Crime, Drama, Mystery","The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter.",139865,8.2
186,All About Eve,1950,A,138,Drama,An ingénue insinuates herself into the lives of an established but aging stage actress and her circle of theater friends.,112396,8.2
187,White Heat,1949,M,114,"Action, Crime, Drama",A psychopathic criminal with a mother complex makes a daring break from prison and leads his old gang in a chemical plant payroll heist.,26069,8.2
188,The Treasure of the Sierra Madre,1948,A,126,"Adventure, Drama, Western",Two Americans searching for work in Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.,106289,8.2
189,The Red Shoes,1948,G,135,"Drama, Music, Romance",A young ballet dancer is torn between the man she loves and her pursuit to become a prima ballerina.,26388,8.2
190,La passion de Jeanne d'Arc,1928,PG,110,"Biography, Drama, History","In 1431, Jeanne d'Arc is placed on trial on charges of heresy. The ecclesiastical jurists attempt to force Jeanne to recant her claims of holy visions.",42349,8.2
191,The Gold Rush,1925,G,95,"Adventure, Comedy, Drama",A prospector goes to the Klondike in search of gold and finds it and more.,92179,8.2
192,Sherlock Jr.,1924,N/A,45,"Adventure, Comedy, Drama","A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.",35305,8.2
193,Contratiempo,2016,N/A,106,"Adventure, Comedy, Drama",A successful entrepreneur accused of murder and a witness preparation expert have less than three hours to come up with an impregnable defence.,94336,8.1
194,Ah-ga-ssi,2016,R18+,145,"Drama, Romance, Thriller","A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her.",87224,8.1
195,Mommy,2014,MA15+,139,Drama,"A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household.",44721,8.1
196,Haider,2014,MA15+,160,"Action, Crime, Drama","A young man returns to Kashmir after his father's disappearance to confront his uncle, whom he suspects of playing a role in his father's fate.",46997,8.1
197,Logan,2017,MA15+,137,"Action, Drama, Sci-Fi","In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",587928,8.1
198,Room,2015,M,118,"Drama, Thriller","Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.",330817,8.1
199,Relatos salvajes,2014,MA15+,122,"Comedy, Drama, Thriller",Six short stories that explore the extremities of human behavior involving people in distress.,157283,8.1
200,Bahubali: The Beginning,2015,MA15+,159,"Action, Drama","In ancient India, an adventurous and daring man becomes involved in a decades old feud between two warring people.",95805,8.1
201,PK,2014,M,153,"Comedy, Drama, Fantasy",An alien on Earth loses the only device he can use to communicate with his spaceship. His innocent nature and child-like questions force the country to evaluate the impact of religion on its people.,144366,8.1
202,The Grand Budapest Hotel,2014,M,99,"Adventure, Comedy, Crime","The adventures of Gustave H, a legendary concierge at a famous hotel from the fictional Republic of Zubrowka between the first and second World Wars, and Zero Moustafa, the lobby boy who becomes his most trusted friend.",651969,8.1
203,Gone Girl,2014,MA15+,149,"Drama, Mystery, Thriller","With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",786277,8.1
204,Ookami kodomo no Ame to Yuki,2012,PG,117,"Animation, Drama, Family","After her werewolf lover unexpectedly dies in an accident while hunting for food for their children, a young woman must find ways to raise the werewolf son and daughter that she had with him while keeping their trait hidden from society.",33439,8.1
205,Hacksaw Ridge,2016,MA15+,139,"Biography, Drama, History","World War II American Army MedicDesmond T. Doss, who served during the Battle of Okinawa, refuses to kill people, and becomes the first man in American history to receive the Medal of Honor without firing a shot.",385442,8.1
206,Barfi!,2012,PG,151,"Comedy, Drama, Romance",Three young people learn that love can neither be defined nor contained by society's definition of normal and abnormal.,70604,8.1
207,12 Years a Slave,2013,MA15+,134,"Biography, Drama, History","In the antebellum United States,Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.",593123,8.1
208,Rush,2013,MA15+,123,"Biography, Drama, Sport",The merciless 1970s rivalry between Formula One rivalsJames HuntandNiki Lauda.,403454,8.1
209,Spotlight,2015,M,129,"Biography, Crime, Drama","The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",379335,8.1
